CUADRO=001 | FILA=8 | PN=PN00001MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=080 | FILA=48 | PN=PN01934AM | DESC=Otros artículos de papel y cartón
CUADRO=080 | FILA=49 | PN=PN01935AM | DESC=Actividades de impresión
CUADRO=080 | FILA=50 | PN=PN01936AM | DESC=Productos químicos, caucho y plásticos
CUADRO=080 | FILA=51 | PN=PN01937AM | DESC=Sustancias químicas básicas
CUADRO=080 | FILA=52 | PN=PN01938AM | DESC=Fibras artificiales
CUADRO=080 | FILA=53 | PN=PN01939AM | DESC=Productos farmacéuticos y medicamentos
CUADRO=080 | FILA=54 | PN=PN01940AM | DESC=Pinturas, barnices y lacas
CUADRO=080 | FILA=55 | PN=PN01941AM | DESC=Productos de tocador y limpieza
CUADRO=080 | FILA=56 | PN=PN01942AM | DESC=Explosivos, esencias naturales y químicas
CUADRO=080 | FILA=57 | PN=PN01943AM | DESC=Caucho
CUADRO=080 | FILA=58 | PN=PN01944AM | DESC=Plásticos
CUADRO=080 | FILA=59 | PN=PN01945AM | DESC=Plaguicidas, abonos compuestos y plásticos primarios
CUADRO=080 | FILA=60 | PN=PN01946AM | DESC=Minerales no metálicos
CUADRO=080 | FILA=61 | PN=PN01947AM | DESC=Vidrio y productos de vidrio
CUADRO=080 | FILA=62 | PN=PN01948AM | DESC=Cemento
CUADRO=080 | FILA=63 | PN=PN01949AM | DESC=Materiales para la construcción
CUADRO=080 | FILA=64 | PN=PN01950AM | DESC=Productos minerales no metálicos diversos
CUADRO=080 | FILA=65 | PN=PN01951AM | DESC=Industria del hierro y acero
CUADRO=080 | FILA=66 | PN=PN01952AM | DESC=Productos metálicos, maquinaria y equipo
CUADRO=080 | FILA=67 | PN=PN01953AM | DESC=Productos metálicos
CUADRO=080 | FILA=68 | PN=PN01954AM | DESC=Maquinaria y equipo
CUADRO=080 | FILA=69 | PN=PN01955AM | DESC=Maquinaria eléctrica
CUADRO=080 | FILA=70 | PN=PN01956AM | DESC=Material de transporte
CUADRO=080 | FILA=71 | PN=PN01957AM | DESC=Manufacturas diversas
CUADRO=080 | FILA=72 | PN=PN01958AM | DESC=Servicios industriales
CUADRO=080 | FILA=74 | PN=PN01959AM | DESC=TOTAL
CUADRO=081 | FILA=6 | PN=- | DESC=RAMAS DE ACTIVIDAD
CUADRO=081 | FILA=9 | PN=PN02020AM | DESC=PROCESADORES DE RECURSOS PRIMARIOS
CUADRO=081 | FILA=11 | PN=PN02021AM | DESC=Arroz pilado
CUADRO=081 | FILA=12 | PN=PN02022AM | DESC=Azúcar
CUADRO=081 | FILA=13 | PN=PN02023AM | DESC=Productos cárnicos
CUADRO=081 | FILA=14 | PN=PN02024AM | DESC=Harina y aceite de pescado
CUADRO=081 | FILA=15 | PN=PN02025AM | DESC=Conservas y productos congelados de pescado
CUADRO=081 | FILA=16 | PN=PN02026AM | DESC=Refinación de mateles no ferrosos
CUADRO=081 | FILA=17 | PN=PN02027AM | DESC=Refinación de petróleo
CUADRO=081 | FILA=19 | PN=PN02028AM | DESC=MANUFACTURA NO PRIMARIA
CUADRO=081 | FILA=21 | PN=PN02029AM | DESC=Alimentos y bebidas
CUADRO=081 | FILA=22 | PN=PN14222AM | DESC=Conservas de alimentos
CUADRO=081 | FILA=23 | PN=PN02030AM | DESC=Productos lácteos
CUADRO=081 | FILA=24 | PN=PN02031AM | DESC=Molinería
CUADRO=081 | FILA=25 | PN=PN02032AM | DESC=Panadería
CUADRO=081 | FILA=26 | PN=PN02033AM | DESC=Fideos
CUADRO=081 | FILA=27 | PN=PN02034AM | DESC=Aceites y grasas
CUADRO=081 | FILA=28 | PN=PN14223AM | DESC=Cacao, chocolate y productos de confitería
CUADRO=081 | FILA=29 | PN=PN02035AM | DESC=Alimentos para animales
CUADRO=081 | FILA=30 | PN=PN02036AM | DESC=Productos alimenticios diversos
CUADRO=081 | FILA=31 | PN=PN14224AM | DESC=Bebidas alcohólicas
CUADRO=081 | FILA=32 | PN=PN02037AM | DESC=Cerveza y malta
CUADRO=081 | FILA=33 | PN=PN02038AM | DESC=Bebidas gaseosas y agua de mesa
CUADRO=081 | FILA=34 | PN=PN02040AM | DESC=Textil, cuero y calzado
CUADRO=081 | FILA=35 | PN=PN02041AM | DESC=Hilados, tejidos y acabados
CUADRO=081 | FILA=36 | PN=PN02042AM | DESC=Tejidos y artículos de punto
CUADRO=081 | FILA=37 | PN=PN02043AM | DESC=Cuerdas, cordeles, bramantes y redes
CUADRO=081 | FILA=38 | PN=PN02044AM | DESC=Cuero
CUADRO=081 | FILA=39 | PN=PN02045AM | DESC=Prendas de vestir
CUADRO=081 | FILA=40 | PN=PN02046AM | DESC=Otros productos textiles
CUADRO=081 | FILA=41 | PN=PN02047AM | DESC=Calzado
CUADRO=081 | FILA=42 | PN=PN02048AM | DESC=Madera y muebles
CUADRO=081 | FILA=43 | PN=PN02049AM | DESC=Madera
CUADRO=081 | FILA=44 | PN=PN02050AM | DESC=Muebles
CUADRO=081 | FILA=45 | PN=PN02051AM | DESC=Industria de papel e imprenta
CUADRO=081 | FILA=46 | PN=PN02052AM | DESC=Papel y cartón
CUADRO=081 | FILA=47 | PN=PN02053AM | DESC=Envases de papel y cartón
CUADRO=081 | FILA=48 | PN=PN02054AM | DESC=Otros artículos de papel y cartón
CUADRO=081 | FILA=49 | PN=PN02055AM | DESC=Actividades de impresión
CUADRO=081 | FILA=50 | PN=PN02056AM | DESC=Productos químicos, caucho y plásticos
CUADRO=081 | FILA=51 | PN=PN02057AM | DESC=Sustancias químicas básicas
CUADRO=081 | FILA=52 | PN=PN02058AM | DESC=Fibras artificiales
CUADRO=081 | FILA=53 | PN=PN02059AM | DESC=Productos farmacéuticos y medicamentos
CUADRO=081 | FILA=54 | PN=PN02060AM | DESC=Pinturas, barnices y lacas
CUADRO=081 | FILA=55 | PN=PN02061AM | DESC=Productos de tocador y limpieza
CUADRO=081 | FILA=56 | PN=PN02062AM | DESC=Explosivos, esencias naturales y químicas
CUADRO=081 | FILA=57 | PN=PN02063AM | DESC=Caucho
CUADRO=081 | FILA=58 | PN=PN02064AM | DESC=Plásticos
CUADRO=081 | FILA=59 | PN=PN02065AM | DESC=Plaguicidas, abonos compuestos y plásticos primarios
CUADRO=081 | FILA=60 | PN=PN02066AM | DESC=Minerales no metálicos
CUADRO=081 | FILA=61 | PN=PN02067AM | DESC=Vidrio y productos de vidrio
CUADRO=081 | FILA=62 | PN=PN02068AM | DESC=Cemento
CUADRO=081 | FILA=63 | PN=PN02069AM | DESC=Materiales para la construcción
CUADRO=081 | FILA=64 | PN=PN02070AM | DESC=Productos minerales no metálicos diversos
CUADRO=081 | FILA=65 | PN=PN02071AM | DESC=Industria del hierro y acero
CUADRO=081 | FILA=66 | PN=PN02072AM | DESC=Productos metálicos, maquinaria y equipo
CUADRO=081 | FILA=67 | PN=PN02073AM | DESC=Productos metálicos
CUADRO=081 | FILA=68 | PN=PN02074AM | DESC=Maquinaria y equipo
CUADRO=081 | FILA=69 | PN=PN02075AM | DESC=Maquinaria eléctrica
CUADRO=081 | FILA=70 | PN=PN02076AM | DESC=Material de transporte
CUADRO=081 | FILA=71 | PN=PN02077AM | DESC=Manufacturas diversas
CUADRO=081 | FILA=72 | PN=PN02078AM | DESC=Servicios industriales
CUADRO=081 | FILA=74 | PN=PN02079AM | DESC=TOTAL
CUADRO=082 | FILA=5 | PN=- | DESC=CIIU - RAMAS DE ACTIVIDAD
CUADRO=082 | FILA=8 | PN=PN37618AM | DESC=PROCESADORES DE RECURSOS PRIMARIOS
CUADRO=082 | FILA=10 | PN=PN37619AM | DESC=Arroz pilado
CUADRO=082 | FILA=11 | PN=PN37620AM | DESC=Azúcar
CUADRO=082 | FILA=12 | PN=PN37621AM | DESC=Productos cárnicos
CUADRO=082 | FILA=13 | PN=PN37622AM | DESC=Harina y aceite de pescado
CUADRO=082 | FILA=14 | PN=PN37623AM | DESC=Conservas y productos congelados de pescado
CUADRO=082 | FILA=15 | PN=PN37624AM | DESC=Refinación de mateles no ferrosos
CUADRO=082 | FILA=16 | PN=PN37625AM | DESC=Refinación de petróleo
CUADRO=082 | FILA=18 | PN=PN37626AM | DESC=MANUFACTURA NO PRIMARIA
CUADRO=082 | FILA=20 | PN=PN37627AM | DESC=Alimentos y bebidas
CUADRO=082 | FILA=21 | PN=PN37628AM | DESC=Conservas de alimentos
CUADRO=082 | FILA=22 | PN=PN37629AM | DESC=Productos lácteos
CUADRO=082 | FILA=23 | PN=PN37630AM | DESC=Molinería
CUADRO=082 | FILA=24 | PN=PN37631AM | DESC=Panadería
CUADRO=082 | FILA=25 | PN=PN37632AM | DESC=Fideos
CUADRO=082 | FILA=26 | PN=PN37633AM | DESC=Aceites y grasas
CUADRO=082 | FILA=27 | PN=PN37634AM | DESC=Cocoa, chocolate y productos de confitería
CUADRO=082 | FILA=28 | PN=PN37635AM | DESC=Alimentos para animales
CUADRO=082 | FILA=29 | PN=PN37636AM | DESC=Productos alimenticios diversos
CUADRO=082 | FILA=30 | PN=PN37637AM | DESC=Bebidas alcohólicas
CUADRO=082 | FILA=31 | PN=PN37638AM | DESC=Cerveza y malta
CUADRO=082 | FILA=32 | PN=PN37639AM | DESC=Bebidas gaseosas y agua de mesa
CUADRO=082 | FILA=33 | PN=PN37640AM | DESC=Textil, cuero y calzado
CUADRO=082 | FILA=34 | PN=PN37641AM | DESC=Hilados, tejidos y acabados
CUADRO=082 | FILA=35 | PN=PN37642AM | DESC=Tejidos y artículos de punto
CUADRO=082 | FILA=36 | PN=PN37643AM | DESC=Cuerdas, cordeles, bramantes y redes
CUADRO=082 | FILA=37 | PN=PN37644AM | DESC=Cuero
CUADRO=082 | FILA=38 | PN=PN37645AM | DESC=Prendas de vestir
CUADRO=082 | FILA=39 | PN=PN37646AM | DESC=Otros productos textiles
CUADRO=082 | FILA=40 | PN=PN37647AM | DESC=Calzado
CUADRO=082 | FILA=41 | PN=PN37648AM | DESC=Madera y muebles
CUADRO=082 | FILA=42 | PN=PN37649AM | DESC=Madera procesada
CUADRO=082 | FILA=43 | PN=PN37650AM | DESC=Muebles
CUADRO=082 | FILA=44 | PN=PN37651AM | DESC=Industria de papel e imprenta
CUADRO=082 | FILA=45 | PN=PN37652AM | DESC=Papel y cartón
CUADRO=082 | FILA=46 | PN=PN37653AM | DESC=Envases de papel y cartón
CUADRO=082 | FILA=47 | PN=PN37654AM | DESC=Otros artículos de papel y cartón
CUADRO=082 | FILA=48 | PN=PN37655AM | DESC=Actividades de impresión
CUADRO=082 | FILA=49 | PN=PN37656AM | DESC=Productos químicos, caucho y plásticos
CUADRO=082 | FILA=50 | PN=PN37657AM | DESC=Sustancias químicas básicas
CUADRO=082 | FILA=51 | PN=PN37658AM | DESC=Fibras artificiales
CUADRO=082 | FILA=52 | PN=PN37659AM | DESC=Productos farmacéuticos y medicamentos
CUADRO=082 | FILA=53 | PN=PN37660AM | DESC=Pinturas, barnices y lacas
CUADRO=082 | FILA=54 | PN=PN37661AM | DESC=Productos de tocador y limpieza
CUADRO=082 | FILA=55 | PN=PN37662AM | DESC=Explosivos, esencias naturales y químicas
CUADRO=082 | FILA=56 | PN=PN37663AM | DESC=Caucho
CUADRO=082 | FILA=57 | PN=PN37664AM | DESC=Plásticos
CUADRO=082 | FILA=58 | PN=PN37665AM | DESC=Plaguicidas, abonos compuestos y plásticos primarios
CUADRO=082 | FILA=59 | PN=PN37666AM | DESC=Minerales no metálicos
CUADRO=082 | FILA=60 | PN=PN37667AM | DESC=Vidrio y productos de vidrio
CUADRO=082 | FILA=61 | PN=PN37668AM | DESC=Cemento
CUADRO=082 | FILA=62 | PN=PN37669AM | DESC=Materiales para la construcción
CUADRO=082 | FILA=63 | PN=PN37670AM | DESC=Productos minerales no metálicos diversos
CUADRO=082 | FILA=64 | PN=PN37671AM | DESC=Industria del hierro y acero
CUADRO=082 | FILA=65 | PN=PN37672AM | DESC=Productos metálicos, maquinaria y equipo
CUADRO=082 | FILA=66 | PN=PN37673AM | DESC=Productos metálicos
CUADRO=082 | FILA=67 | PN=PN37674AM | DESC=Maquinaria y equipo
CUADRO=082 | FILA=68 | PN=PN37675AM | DESC=Maquinaria eléctrica
CUADRO=082 | FILA=69 | PN=PN37676AM | DESC=Material de transporte
CUADRO=082 | FILA=70 | PN=PN37677AM | DESC=Manufacturas diversas
CUADRO=082 | FILA=71 | PN=PN37678AM | DESC=Servicios industriales
CUADRO=082 | FILA=73 | PN=PN37679AM | DESC=TOTAL
CUADRO=085 | FILA=10 | PN=PN38050GM | DESC=PEA
CUADRO=085 | FILA=11 | PN=PN38051GM | DESC=PEA OCUPADA Por edad
CUADRO=085 | FILA=13 | PN=PN38052GM | DESC=14 a 24 años
CUADRO=085 | FILA=14 | PN=PN38053GM | DESC=25 a 44 años
CUADRO=085 | FILA=15 | PN=PN38054GM | DESC=45 a más años Por categoría ocupacional
CUADRO=085 | FILA=17 | PN=PN38055GM | DESC=Independiente
CUADRO=085 | FILA=18 | PN=PN38056GM | DESC=Dependiente
CUADRO=085 | FILA=19 | PN=PN38057GM | DESC=Trabajador no remunerado Por tamaño de empresa
CUADRO=085 | FILA=21 | PN=PN38058GM | DESC=De 1 a 10 trabajadores
CUADRO=085 | FILA=22 | PN=PN38059GM | DESC=De 11 a 50 trabajadores
CUADRO=085 | FILA=23 | PN=PN38060GM | DESC=De 51 y más
CUADRO=085 | FILA=25 | PN=PN38061GM | DESC=PEA ADECUADAMENTE EMPLEADA 2/
CUADRO=085 | FILA=26 | PN=PN38062GM | DESC=PEA SUBEMPLEADA 3/
CUADRO=085 | FILA=28 | PN=PN38063GM | DESC=TASA DE DESEMPLEO (%) Por género
CUADRO=085 | FILA=30 | PN=PN38064GM | DESC=Hombre
CUADRO=085 | FILA=31 | PN=PN38065GM | DESC=Mujer Por grupos de edad
CUADRO=085 | FILA=33 | PN=PN38066GM | DESC=14 a 24 años
CUADRO=085 | FILA=34 | PN=PN38067GM | DESC=25 a 44 años
CUADRO=085 | FILA=35 | PN=PN38068GM | DESC=45 a más años
CUADRO=085 | FILA=37 | PN=PN38069GM | DESC=COEFICIENTE DE OCUPACIÓN 4/
CUADRO=085 | FILA=38 | PN=PN38070GM | DESC=INGRESO MENSUAL 5/
CUADRO=086 | FILA=8 | PN=PN02204FM | DESC=1. Ingresos corrientes del gobierno general
CUADRO=086 | FILA=9 | PN=PN02205FM | DESC=1. Ingresos corrientes del gobierno general > a. Ingresos tributarios
CUADRO=086 | FILA=10 | PN=PN02206FM | DESC=1. Ingresos corrientes del gobierno general > b. Ingresos no tributarios
CUADRO=086 | FILA=12 | PN=PN02207FM | DESC=2. Gastos no financieros del gobierno general
CUADRO=086 | FILA=13 | PN=PN02208FM | DESC=2. Gastos no financieros del gobierno general > a. Corriente
CUADRO=086 | FILA=14 | PN=PN02209FM | DESC=2. Gastos no financieros del gobierno general > b. Capital
CUADRO=086 | FILA=15 | PN=PN02210FM | DESC=2. Gastos no financieros del gobierno general > b. Capital > Formación Bruta de Capital
CUADRO=086 | FILA=16 | PN=PN02211FM | DESC=2. Gastos no financieros del gobierno general > b. Capital > Gobierno Nacional
CUADRO=086 | FILA=17 | PN=PN02212FM | DESC=2. Gastos no financieros del gobierno general > b. Capital > Gobiernos Regionales
CUADRO=086 | FILA=18 | PN=PN02213FM | DESC=2. Gastos no financieros del gobierno general > b. Capital > Gobiernos Locales
CUADRO=086 | FILA=19 | PN=PN02214FM | DESC=2. Gastos no financieros del gobierno general > b. Capital > Otros gastos de capital
CUADRO=086 | FILA=21 | PN=PN02215FM | DESC=3. Otros 2/
CUADRO=086 | FILA=23 | PN=PN02216FM | DESC=4. Resultado Primario (=1-2+3)
CUADRO=086 | FILA=25 | PN=PN02217FM | DESC=5. Intereses
CUADRO=086 | FILA=27 | PN=PN02218FM | DESC=6. Resultado Económico (=4-5)
CUADRO=087 | FILA=8 | PN=PN02294FM | DESC=INGRESOS TRIBUTARIOS
CUADRO=087 | FILA=10 | PN=PN02295FM | DESC=Ingresos tributarios del Gobierno Nacional
CUADRO=087 | FILA=12 | PN=PN02296FM | DESC=1. Impuesto a la renta
CUADRO=087 | FILA=13 | PN=PN02297FM | DESC=1. Impuesto a la renta > - Personas Naturales
CUADRO=087 | FILA=14 | PN=PN02298FM | DESC=1. Impuesto a la renta > - Personas Jurídicas
CUADRO=087 | FILA=15 | PN=PN02299FM | DESC=1. Impuesto a la renta > - Regularización
CUADRO=087 | FILA=16 | PN=PN02300FM | DESC=2. Impuestos a las importaciones
CUADRO=087 | FILA=17 | PN=PN02301FM | DESC=3. Impuesto general a las ventas (IGV) 2/
CUADRO=087 | FILA=18 | PN=PN02302FM | DESC=3. Impuesto general a las ventas (IGV) 2/ > - Interno
CUADRO=087 | FILA=19 | PN=PN02303FM | DESC=3. Impuesto general a las ventas (IGV) 2/ > - Importaciones
CUADRO=087 | FILA=20 | PN=PN02304FM | DESC=4. Impuesto selectivo al consumo (ISC)
CUADRO=087 | FILA=21 | PN=PN02305FM | DESC=4. Impuesto selectivo al consumo (ISC) > - Combustibles
CUADRO=087 | FILA=22 | PN=PN02306FM | DESC=4. Impuesto selectivo al consumo (ISC) > - Otros
CUADRO=087 | FILA=23 | PN=PN02307FM | DESC=5. Otros ingresos tributarios
CUADRO=087 | FILA=24 | PN=PN02308FM | DESC=6. Devoluciones de impuestos
CUADRO=087 | FILA=26 | PN=PN02309FM | DESC=6. Devoluciones de impuestos > Ingresos tributarios de los Gobiernos Locales
CUADRO=087 | FILA=28 | PN=PN02310FM | DESC=6. Devoluciones de impuestos > INGRESOS NO TRIBUTARIOS
CUADRO=087 | FILA=30 | PN=PN37894FM | DESC=6. Devoluciones de impuestos > Ingresos no tributarios del Gobierno Nacional
CUADRO=087 | FILA=32 | PN=PN37895FM | DESC=1. Contribuciones sociales
CUADRO=087 | FILA=33 | PN=PN37896FM | DESC=2. Recursos propios y transferencias
CUADRO=087 | FILA=34 | PN=PN37897FM | DESC=3. Canon y regalías
CUADRO=087 | FILA=35 | PN=PN37898FM | DESC=4. Otros
CUADRO=087 | FILA=37 | PN=PN37899FM | DESC=4. Otros > Ingresos no tributarios de los Gobiernos Regionales
CUADRO=087 | FILA=39 | PN=PN37900FM | DESC=4. Otros > Ingresos no tributarios de los Gobiernos Locales
CUADRO=087 | FILA=41 | PN=PN02311FM | DESC=4. Otros > TOTAL INGRESOS CORRIENTES
CUADRO=088 | FILA=8 | PN=PN38595FM | DESC=INGRESOS TRIBUTARIOS
CUADRO=088 | FILA=10 | PN=PN38596FM | DESC=Ingresos tributarios del Gobierno Nacional
CUADRO=088 | FILA=12 | PN=PN38597FM | DESC=1. Impuesto a la renta
CUADRO=088 | FILA=13 | PN=PN38598FM | DESC=1. Impuesto a la renta > - Personas Naturales
CUADRO=088 | FILA=14 | PN=PN38599FM | DESC=1. Impuesto a la renta > - Personas Jurídicas
CUADRO=088 | FILA=15 | PN=PN38600FM | DESC=1. Impuesto a la renta > - Regularización
CUADRO=088 | FILA=16 | PN=PN38601FM | DESC=2. Impuestos a las importaciones
CUADRO=088 | FILA=17 | PN=PN38602FM | DESC=3. Impuesto general a las ventas (IGV) 2/
CUADRO=088 | FILA=18 | PN=PN38603FM | DESC=3. Impuesto general a las ventas (IGV) 2/ > - Interno
CUADRO=088 | FILA=19 | PN=PN38604FM | DESC=3. Impuesto general a las ventas (IGV) 2/ > - Importaciones
CUADRO=088 | FILA=20 | PN=PN38605FM | DESC=4. Impuesto selectivo al consumo (ISC)
CUADRO=088 | FILA=21 | PN=PN38606FM | DESC=4. Impuesto selectivo al consumo (ISC) > - Combustibles
CUADRO=088 | FILA=22 | PN=PN38607FM | DESC=4. Impuesto selectivo al consumo (ISC) > - Otros
CUADRO=088 | FILA=23 | PN=PN38608FM | DESC=5. Otros ingresos tributarios
CUADRO=088 | FILA=24 | PN=PN38609FM | DESC=6. Devoluciones de impuestos
CUADRO=088 | FILA=26 | PN=PN38610FM | DESC=6. Devoluciones de impuestos > Ingresos tributarios de los Gobiernos Locales
CUADRO=088 | FILA=28 | PN=PN38611FM | DESC=6. Devoluciones de impuestos > INGRESOS NO TRIBUTARIOS
CUADRO=088 | FILA=30 | PN=PN38612FM | DESC=6. Devoluciones de impuestos > Ingresos no tributarios del Gobierno Nacional
CUADRO=088 | FILA=32 | PN=PN38613FM | DESC=1. Contribuciones sociales
CUADRO=088 | FILA=33 | PN=PN38614FM | DESC=2. Recursos propios y transferencias
CUADRO=088 | FILA=34 | PN=PN38615FM | DESC=3. Canon y regalías
CUADRO=088 | FILA=35 | PN=PN38616FM | DESC=4. Otros
CUADRO=088 | FILA=37 | PN=PN38617FM | DESC=4. Otros > Ingresos no tributarios de los Gobiernos Regionales
CUADRO=088 | FILA=39 | PN=PN38618FM | DESC=4. Otros > Ingresos no tributarios de los Gobiernos Locales
CUADRO=088 | FILA=41 | PN=PN38619FM | DESC=4. Otros > TOTAL INGRESOS CORRIENTES
CUADRO=089 | FILA=8 | PN=PN02390FM | DESC=I. GASTOS CORRIENTES
CUADRO=089 | FILA=10 | PN=PN02391FM | DESC=I. GASTOS CORRIENTES > Remuneraciones
CUADRO=089 | FILA=11 | PN=PN02392FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=089 | FILA=12 | PN=PN02393FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=089 | FILA=13 | PN=PN02394FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=089 | FILA=15 | PN=PN02395FM | DESC=I. GASTOS CORRIENTES > Bienes y servicios 2/
CUADRO=089 | FILA=16 | PN=PN09808FM | DESC=I. GASTOS CORRIENTES > Del cual: Mantenimiento
CUADRO=089 | FILA=17 | PN=PN02396FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=089 | FILA=18 | PN=PN02397FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=089 | FILA=19 | PN=PN02398FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=089 | FILA=21 | PN=PN02399FM | DESC=I. GASTOS CORRIENTES > Transferencias 3/
CUADRO=089 | FILA=22 | PN=PN02400FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=089 | FILA=23 | PN=PN02401FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=089 | FILA=24 | PN=PN02402FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=089 | FILA=26 | PN=PN02403FM | DESC=II. GASTO DE CAPITAL
CUADRO=089 | FILA=28 | PN=PN02404FM | DESC=II. GASTO DE CAPITAL > Formación bruta de capital
CUADRO=089 | FILA=29 | PN=PN02405FM | DESC=II. GASTO DE CAPITAL > Gobierno Nacional
CUADRO=089 | FILA=30 | PN=PN02406FM | DESC=II. GASTO DE CAPITAL > Gobiernos Regionales
CUADRO=089 | FILA=31 | PN=PN02407FM | DESC=II. GASTO DE CAPITAL > Gobiernos Locales
CUADRO=089 | FILA=33 | PN=PN02408FM | DESC=II. GASTO DE CAPITAL > Otros gastos de capital 3/
CUADRO=089 | FILA=35 | PN=PN02409FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II)
CUADRO=089 | FILA=36 | PN=PN02410FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobierno Nacional
CUADRO=089 | FILA=37 | PN=PN02411FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobiernos Regionales
CUADRO=089 | FILA=38 | PN=PN02412FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobiernos Locales
CUADRO=090 | FILA=8 | PN=PN38620FM | DESC=I. GASTOS CORRIENTES
CUADRO=090 | FILA=10 | PN=PN38621FM | DESC=I. GASTOS CORRIENTES > Remuneraciones
CUADRO=090 | FILA=11 | PN=PN38622FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=090 | FILA=12 | PN=PN38623FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=090 | FILA=13 | PN=PN38624FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=090 | FILA=15 | PN=PN38625FM | DESC=I. GASTOS CORRIENTES > Bienes y servicios 2/
CUADRO=090 | FILA=16 | PN=PN38626FM | DESC=I. GASTOS CORRIENTES > Del cual: Mantenimiento
CUADRO=090 | FILA=17 | PN=PN38627FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=090 | FILA=18 | PN=PN38628FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=090 | FILA=19 | PN=PN38629FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=090 | FILA=21 | PN=PN38630FM | DESC=I. GASTOS CORRIENTES > Transferencias 3/
CUADRO=090 | FILA=22 | PN=PN38631FM | DESC=I. GASTOS CORRIENTES > Gobierno Nacional
CUADRO=090 | FILA=23 | PN=PN38632FM | DESC=I. GASTOS CORRIENTES > Gobiernos Regionales
CUADRO=090 | FILA=24 | PN=PN38633FM | DESC=I. GASTOS CORRIENTES > Gobiernos Locales
CUADRO=090 | FILA=26 | PN=PN38634FM | DESC=II. GASTO DE CAPITAL
CUADRO=090 | FILA=28 | PN=PN38635FM | DESC=II. GASTO DE CAPITAL > Formación bruta de capital
CUADRO=090 | FILA=29 | PN=PN38636FM | DESC=II. GASTO DE CAPITAL > Gobierno Nacional
CUADRO=090 | FILA=30 | PN=PN38637FM | DESC=II. GASTO DE CAPITAL > Gobiernos Regionales
CUADRO=090 | FILA=31 | PN=PN38638FM | DESC=II. GASTO DE CAPITAL > Gobiernos Locales
CUADRO=090 | FILA=33 | PN=PN38639FM | DESC=II. GASTO DE CAPITAL > Otros gastos de capital 3/
CUADRO=090 | FILA=35 | PN=PN38640FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II)
CUADRO=090 | FILA=36 | PN=PN38641FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobierno Nacional
CUADRO=090 | FILA=37 | PN=PN38642FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobiernos Regionales
CUADRO=090 | FILA=38 | PN=PN38643FM | DESC=III. GASTO NO FINANCIERO TOTAL (I + II) > Gobiernos Locales
CUADRO=091 | FILA=10 | PN=PN02436FQ | DESC='1. Ahorro nacional
CUADRO=091 | FILA=12 | PN=PN02437FQ | DESC=a. Sector público 3/
CUADRO=091 | FILA=13 | PN=PN02438FQ | DESC=b. Sector privado
CUADRO=091 | FILA=15 | PN=PN02439FQ | DESC=2. Ahorro externo
CUADRO=091 | FILA=17 | PN=PN02440FQ | DESC=3. Inversión
CUADRO=091 | FILA=19 | PN=PN02441FQ | DESC=3. Inversión > a. Sector público
CUADRO=091 | FILA=20 | PN=PN02442FQ | DESC=3. Inversión > b. Sector privado 4/
CUADRO=091 | FILA=24 | PN=PN02443FQ | DESC=1. Balanza en cuenta corriente
CUADRO=091 | FILA=26 | PN=PN39866FQ | DESC=1. Balanza en cuenta corriente > a. Bienes
CUADRO=091 | FILA=27 | PN=PN02445FQ | DESC=1. Balanza en cuenta corriente > b. Servicios
CUADRO=091 | FILA=28 | PN=PN39867FQ | DESC=1. Balanza en cuenta corriente > c. Ingreso Primario
CUADRO=091 | FILA=29 | PN=PN39868FQ | DESC=1. Balanza en cuenta corriente > d. Ingreso Secundario
CUADRO=091 | FILA=31 | PN=PN02448FQ | DESC=2. Cuenta financiera
CUADRO=091 | FILA=33 | PN=PN02449FQ | DESC=2. Cuenta financiera > a. Sector privado
CUADRO=091 | FILA=34 | PN=PN02450FQ | DESC=2. Cuenta financiera > b. Sector público
